"id","attributes","description","image_urls","price","product_id","product_name","stock","category_id","version"
"71","{""brand"": ""Lenovo"", ""model"": ""Legion Go"", ""storage"": ""512GB PCIe 4.0 NVMe SSD"", ""processor"": ""AMD Ryzen Z1 Extreme"", ""deviceType"": ""Handheld PC Console"", ""displayType"": ""8.8-inch QHD+ IPS"", ""refreshRate"": ""144Hz"", ""operatingSystem"": ""Windows 11""}","Experience ultimate handheld gaming flexibility with detachable TrueStrike controllers and a massive 8.8-inch QHD+ gaming display. Equipped with an AMD Ryzen Z1 Extreme processor for top-tier portable performance.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Electronics/Consoles/Lenovo_Legion_Go/Lenovo_Legion_Go_1.png"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Electronics/Consoles/Lenovo_Legion_Go/Lenovo_Legion_Go_3.jpg""]","36999.00","DPxAvw5tuddwixv","Lenovo Legion Go",30,"7","1"
"72","{""fit"": ""Regular Fit"", ""brand"": ""Nike"", ""model"": ""Sportswear Club"", ""gender"": ""Male"", ""pattern"": ""Solid with Logo"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","The Nike Sportswear Club T-Shirt is made with our everyday cotton fabric and a classic fit for a familiar feel right out of the bag. An embroidered Futura logo on the chest provides a signature Nike look.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Nike_Sportswear_Club_T-Shirt/Nike_Sportswear_Club_T-Shirt_1.png"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Nike_Sportswear_Club_T-Shirt/Nike_Sportswear_Club_T-Shirt_2.png"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Nike_Sportswear_Club_T-Shirt/Nike_Sportswear_Club_T-Shirt_3.png"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Nike_Sportswear_Club_T-Shirt/Nike_Sportswear_Club_T-Shirt_4.png""]","899.00","XgpOy1ot9SemXiK","Nike Sportswear Club T-Shirt",150,"8","1"
"73","{""fit"": ""Regular Fit"", ""brand"": ""Adidas"", ""model"": ""Essentials"", ""gender"": ""Male"", ""pattern"": ""Solid with Logo"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","A clean, classic t-shirt for everyday wear. Made from soft single jersey cotton, this tee features a subtle adidas Badge of Sport logo on the chest.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Adidas_Essentials_Single_Jersey_T-Shirt/Adidas_Essentials_Single_Jersey_T-Shirt_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Adidas_Essentials_Single_Jersey_T-Shirt/Adidas_Essentials_Single_Jersey_T-Shirt_4.jpg""]","799.00","pqYuMNnnNIbFEQN","Adidas Essentials Single Jersey T-Shirt",200,"8","1"
"74","{""fit"": ""Regular Fit"", ""brand"": ""Puma"", ""model"": ""Essentials Logo"", ""gender"": ""Male"", ""pattern"": ""Graphic Print"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","Make a statement in this classic PUMA Essentials tee, featuring a bold PUMA No. 1 Logo across the chest and a comfortable, breathable cotton fabrication.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Puma_Essentials_Logo_Men's_Tee/Puma_Essentials_Logo_Men's_Tee_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Puma_Essentials_Logo_Men's_Tee/Puma_Essentials_Logo_Men's_Tee_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Puma_Essentials_Logo_Men's_Tee/Puma_Essentials_Logo_Men's_Tee_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Puma_Essentials_Logo_Men's_Tee/Puma_Essentials_Logo_Men's_Tee_4.jpg""]","649.00","9JYuAuS35XCvtJj","Puma Essentials Logo Men's Tee",180,"8","1"
"75","{""fit"": ""Standard Fit"", ""brand"": ""Levi's"", ""model"": ""Original HM"", ""gender"": ""Male"", ""pattern"": ""Logo Print"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","The essential tee, perfected. Crafted from soft jersey, this everyday classic features the iconic Levi's batwing logo for a timeless, casual look.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Levi's_Original_HM_Tee/Levi's_Original_HM_Tee_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Levi's_Original_HM_Tee/Levi's_Original_HM_Tee_3.jpg""]","899.00","nfUzuVPURPL5Bv0","Levi's Original HM Tee",120,"8","1"
"76","{""fit"": ""Slim Fit"", ""brand"": ""Tommy Hilfiger"", ""model"": ""Core Flag"", ""gender"": ""Male"", ""pattern"": ""Solid"", ""material"": ""100% Organic Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","Keep it simple and stylish with this pure cotton tee, featuring the signature Tommy Hilfiger flag embroidered elegantly on the chest.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee_1.jpeg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee/Tommy_Hilfiger_Core_Flag_Crew_Neck_Tee_4.jpg""]","1499.00","pveap67iizgDzZ0","Tommy Hilfiger Core Flag Crew Neck Tee",80,"8","1"
"77","{""fit"": ""Regular Fit"", ""brand"": ""Calvin Klein"", ""model"": ""Monogram Logo"", ""gender"": ""Male"", ""pattern"": ""Graphic Print"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","A modern wardrobe staple. This t-shirt is crafted from premium cotton jersey and features the iconic Calvin Klein monogram logo printed boldly on the front.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt/Calvin_Klein_Monogram_Logo_T-Shirt_4.jpg""]","1599.00","HEr7i4vqQq1nCgY","Calvin Klein Monogram Logo T-Shirt",90,"8","1"
"78","{""fit"": ""Regular Fit"", ""brand"": ""Mavi"", ""model"": ""Istanbul Print"", ""gender"": ""Male"", ""pattern"": ""Graphic Print"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","Show your city pride with this comfortable cotton t-shirt featuring a custom Istanbul graphic print. Perfect for casual, everyday styling.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Mavi_Istanbul_Printed_White_T-Shirt/Mavi_Istanbul_Printed_White_T-Shirt_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Mavi_Istanbul_Printed_White_T-Shirt/Mavi_Istanbul_Printed_White_T-Shirt_4.jpg""]","499.00","0Pu6goyMTLQkTCf","Mavi Istanbul Printed White T-Shirt",250,"8","1"
"79","{""fit"": ""Loose Fit"", ""brand"": ""Under Armour"", ""model"": ""Tech 2.0"", ""gender"": ""Male"", ""material"": ""100% Polyester"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve"", ""specialFeature"": ""Moisture-wicking, Anti-odor""}","UA Tech is our original go-to training gear: loose, light, and it keeps you cool. It's everything you need to push through your toughest workouts.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Under_Armour_Tech_2.0_Short_Sleeve_T-Shirt/Under_Armour_Tech_2.0_Short_Sleeve_T-Shirt_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Under_Armour_Tech_2.0_Short_Sleeve_T-Shirt/Under_Armour_Tech_2.0_Short_Sleeve_T-Shirt_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Under_Armour_Tech_2.0_Short_Sleeve_T-Shirt/Under_Armour_Tech_2.0_Short_Sleeve_T-Shirt_4.jpg""]","999.00","dsZFNba6zbpF2bX","Under Armour Tech 2.0 Short Sleeve T-Shirt",110,"8","1"
"80","{""fit"": ""Regular Fit"", ""brand"": ""Hugo Boss"", ""model"": ""Curved Logo"", ""gender"": ""Male"", ""pattern"": ""Solid with Logo"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","A signature t-shirt by BOSS Menswear. Cut to a regular fit in soft single jersey, this short-sleeved tee features a curved BOSS logo printed at the left chest.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/BOSS_Curved_Logo_T-Shirt/BOSS_Curved_Logo_T-Shirt_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/BOSS_Curved_Logo_T-Shirt/BOSS_Curved_Logo_T-Shirt_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/BOSS_Curved_Logo_T-Shirt/BOSS_Curved_Logo_T-Shirt_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/BOSS_Curved_Logo_T-Shirt/BOSS_Curved_Logo_T-Shirt_4.jpg""]","2299.00","WwTapK7MXfGNBS2","BOSS Curved Logo T-Shirt",50,"8","1"
"81","{""fit"": ""Regular Fit"", ""brand"": ""Jack & Jones"", ""model"": ""Corp Logo"", ""gender"": ""Male"", ""pattern"": ""Logo Print"", ""material"": ""100% Cotton"", ""neckline"": ""Crew Neck"", ""sleeveLength"": ""Short Sleeve""}","A versatile basic for any wardrobe. This high-quality cotton tee offers a comfortable fit and features the classic Jack & Jones core logo across the chest.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Jack_%26_Jones_Corp_Logo_T-Shirt/Jack_%26_Jones_Corp_Logo_T-Shirt_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/T-Shirt/Jack_%26_Jones_Corp_Logo_T-Shirt/Jack_%26_Jones_Corp_Logo_T-Shirt_4.jpg""]","449.00","Fsg659IGTksy2Rl","Jack & Jones Corp Logo T-Shirt",300,"8","1"
"82","{""fit"": ""Regular Fit"", ""brand"": ""Nike"", ""model"": ""Sportswear Club Fleece"", ""style"": ""Sweatshorts"", ""gender"": ""Male"", ""length"": ""Above Knee"", ""pockets"": ""Side and Back Pockets"", ""material"": ""80% Cotton, 20% Polyester""}","Classic comfort. Made with soft fleece, the Nike Sportswear Club Fleece Shorts are ideal for all-day wear, featuring an elastic waistband with an adjustable drawcord.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Nike_Sportswear_Club_Fleece_Shorts/Nike_Sportswear_Club_Fleece_Shorts_1.png"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Nike_Sportswear_Club_Fleece_Shorts/Nike_Sportswear_Club_Fleece_Shorts_2.png"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Nike_Sportswear_Club_Fleece_Shorts/Nike_Sportswear_Club_Fleece_Shorts_3.png""]","1299.00","eUzSnAjVI0k3Of9","Nike Sportswear Club Fleece Shorts",150,"9","1"
"83","{""fit"": ""Slim Fit"", ""brand"": ""Levi's"", ""model"": ""511 Slim Cut-Off"", ""style"": ""Denim Shorts"", ""gender"": ""Male"", ""length"": ""Above Knee"", ""closure"": ""Zip Fly"", ""material"": ""99% Cotton, 1% Elastane""}","A modern slim with room to move. These cut-off shorts feature a streamlined fit that’s narrow through the seat and thigh, finished with a raw hem for a lived-in look.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Levi's_511_Slim_Cut-Off_Shorts/Levi's_511_Slim_Cut-Off_Shorts_1.jpeg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Levi's_511_Slim_Cut-Off_Shorts/Levi's_511_Slim_Cut-Off_Shorts_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Levi's_511_Slim_Cut-Off_Shorts/Levi's_511_Slim_Cut-Off_Shorts_3.jpg""]","1699.00","keZ56Uz8vGdoyt6","Levi's 511 Slim Cut-Off Shorts",85,"9","1"
"84","{""fit"": ""Regular Fit"", ""brand"": ""Tommy Hilfiger"", ""model"": ""Brooklyn"", ""style"": ""Chino Shorts"", ""gender"": ""Male"", ""length"": ""Knee Length"", ""closure"": ""Button and Zip"", ""material"": ""97% Organic Cotton, 3% Elastane""}","Elevate your warm-weather wardrobe with these classic Brooklyn chino shorts, crafted from stretch organic cotton for a comfortable, tailored feel.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts/Tommy_Hilfiger_Brooklyn_Chino_Shorts_4.jpg""]","2499.00","R7z9Iq01yU2DoDD","Tommy Hilfiger Brooklyn Chino Shorts",60,"9","1"
"85","{""fit"": ""Regular Fit"", ""brand"": ""Adidas"", ""model"": ""Squadra 21"", ""style"": ""Sweatshorts"", ""gender"": ""Male"", ""length"": ""Knee Length"", ""pockets"": ""Side Zip Pockets"", ""material"": ""70% Cotton, 30% Recycled Polyester""}","Clean and classic. These adidas shorts are made from a soft cotton blend that feels great against the skin, whether you're relaxing post-workout or running errands.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Adidas_Squadra_21_Sweat_Shorts/Adidas_Squadra_21_Sweat_Shorts_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Adidas_Squadra_21_Sweat_Shorts/Adidas_Squadra_21_Sweat_Shorts_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Adidas_Squadra_21_Sweat_Shorts/Adidas_Squadra_21_Sweat_Shorts_4.jpg""]","999.00","Q8PyQS40DsnZASv","Adidas Squadra 21 Sweat Shorts",120,"9","1"
"86","{""fit"": ""Relaxed Fit"", ""brand"": ""Jack & Jones"", ""model"": ""Rick Original"", ""style"": ""Cargo Shorts"", ""gender"": ""Male"", ""length"": ""Below Knee"", ""pockets"": ""6 Pockets (2 Cargo)"", ""material"": ""100% Cotton""}","Practical, durable, and stylish. The Rick cargo shorts feature multiple utility pockets and are constructed from tough yet comfortable cotton twill.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Jack_%26_Jones_Rick_Original_Cargo_Shorts/Jack_%26_Jones_Rick_Original_Cargo_Shorts_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Jack_%26_Jones_Rick_Original_Cargo_Shorts/Jack_%26_Jones_Rick_Original_Cargo_Shorts_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Jack_%26_Jones_Rick_Original_Cargo_Shorts/Jack_%26_Jones_Rick_Original_Cargo_Shorts_4.jpg""]","1099.00","Lg2ksPGvsaBF5jI","Jack & Jones Rick Original Cargo Shorts",110,"9","1"
"87","{""fit"": ""Regular Fit"", ""brand"": ""Calvin Klein"", ""model"": ""Institutional Logo"", ""style"": ""Sweatshorts"", ""gender"": ""Male"", ""length"": ""Mid-Thigh"", ""material"": ""100% Cotton"", ""waistband"": ""Drawstring Elastic""}","Premium lounge shorts crafted from pure cotton terry. Features the iconic Calvin Klein institutional logo printed on the lower leg for a distinct designer touch.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Calvin_Klein_Institutional_Logo_Shorts/Calvin_Klein_Institutional_Logo_Shorts_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Calvin_Klein_Institutional_Logo_Shorts/Calvin_Klein_Institutional_Logo_Shorts_3.jpg""]","1899.00","rpqZr7fGRM4wzi8","Calvin Klein Institutional Logo Shorts",75,"9","1"
"88","{""fit"": ""Regular Fit"", ""wash"": ""Medium Indigo"", ""brand"": ""Mavi"", ""model"": ""James"", ""style"": ""Denim Shorts"", ""gender"": ""Male"", ""length"": ""Knee Length"", ""material"": ""98% Cotton, 2% Elastane""}","A summer staple. The James denim shorts offer a comfortable regular fit with a hint of stretch, finished in a versatile medium indigo wash.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Mavi_James_Indigo_Denim_Shorts(Male)/Mavi_James_Indigo_Denim_Shorts(Male)_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Mavi_James_Indigo_Denim_Shorts(Male)/Mavi_James_Indigo_Denim_Shorts(Male)_4.jpg""]","999.00","YXndW85t5LlpRvN","Mavi James Indigo Denim Shorts",130,"9","1"
"89","{""fit"": ""Regular Fit"", ""logo"": ""PUMA No. 1 Logo on Left Leg"", ""brand"": ""Puma"", ""model"": ""Essentials Jersey"", ""style"": ""Jersey Shorts"", ""gender"": ""Male"", ""length"": ""Knee Length"", ""material"": ""100% Cotton""}","Keep it casual and cool with the PUMA Essentials Jersey Shorts. Lightweight and breathable, perfect for laid-back weekends or light workouts.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Puma_Essentials_Jersey_Shorts/Puma_Essentials_Jersey_Shorts_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Puma_Essentials_Jersey_Shorts/Puma_Essentials_Jersey_Shorts_4.jpg""]","849.00","MzxQXZeuIrhYfEH","Puma Essentials Jersey Shorts",140,"9","1"
"90","{""fit"": ""Classic Fit"", ""brand"": ""Lululemon"", ""model"": ""Pace Breaker"", ""style"": ""Athletic Shorts"", ""gender"": ""Male"", ""length"": ""7-inch Inseam"", ""material"": ""Recycled Polyester Blend"", ""specialFeature"": ""Four-Way Stretch, Quick-Drying""}","Designed for running and training, these versatile, lightweight shorts are made with sweat-wicking fabric and feature a streamlined fit that gives your glutes and thighs room to breathe.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Lululemon_Pace_Breaker_Linerless_Short_7_inches/Lululemon_Pace_Breaker_Linerless_Short_7_inches_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Lululemon_Pace_Breaker_Linerless_Short_7_inches/Lululemon_Pace_Breaker_Linerless_Short_7_inches_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shorts/Lululemon_Pace_Breaker_Linerless_Short_7_inches/Lululemon_Pace_Breaker_Linerless_Short_7_inches_4.jpg""]","3299.00","PkKeir6JDlCR9Yk","Lululemon Pace Breaker Linerless Short 7""",40,"9","1"
"91","{""fit"": ""Custom Fit"", ""brand"": ""Polo Ralph Lauren"", ""model"": ""Custom Fit Oxford"", ""style"": ""Casual/Smart Casual"", ""gender"": ""Male"", ""material"": ""100% Cotton"", ""collarType"": ""Button-Down"", ""sleeveLength"": ""Long Sleeve""}","A pillar of classic American style. This oxford shirt is cut for a modern custom fit and features the signature embroidered Pony on the left chest.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Polo_Ralph_Lauren_Custom_Fit_Oxford_Shirt/Polo_Ralph_Lauren_Custom_Fit_Oxford_Shirt_1.jpeg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Polo_Ralph_Lauren_Custom_Fit_Oxford_Shirt/Polo_Ralph_Lauren_Custom_Fit_Oxford_Shirt_5.jpg""]","4599.00","joG8TuZFG4H2OhF","Polo Ralph Lauren Custom Fit Oxford Shirt",85,"10","1"
"92","{""fit"": ""Regular Fit"", ""brand"": ""Tommy Hilfiger"", ""model"": ""Classic Dobby"", ""style"": ""Smart Casual"", ""gender"": ""Male"", ""material"": ""100% Organic Cotton"", ""collarType"": ""Point Collar"", ""sleeveLength"": ""Long Sleeve""}","Elevate your office-to-evening wardrobe with this classic long-sleeve shirt, featuring a subtle dobby texture and the iconic Tommy Hilfiger flag embroidery.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Tommy_Hilfiger_Classic_Dobby_Shirt/Tommy_Hilfiger_Classic_Dobby_Shirt_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Tommy_Hilfiger_Classic_Dobby_Shirt/Tommy_Hilfiger_Classic_Dobby_Shirt_4.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Tommy_Hilfiger_Classic_Dobby_Shirt/Tommy_Hilfiger_Classic_Dobby_Shirt_5.jpg""]","2899.00","9w8gl7viL1xMm4X","Tommy Hilfiger Classic Dobby Shirt",110,"10","1"
"93","{""fit"": ""Standard Fit"", ""brand"": ""Levi's"", ""model"": ""Barstow Western"", ""style"": ""Denim Shirt"", ""gender"": ""Male"", ""material"": ""100% Cotton"", ""collarType"": ""Point Collar"", ""closureType"": ""Snap Button""}","Worn by pioneers, outliers, and outcasts, the Levi's Western Shirt has been tested by generations. Features original western yoke details and snap-button closures.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Levi's_Barstow_Western_Denim_Shirt/Levi's_Barstow_Western_Denim_Shirt_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Levi's_Barstow_Western_Denim_Shirt/Levi's_Barstow_Western_Denim_Shirt_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Levi's_Barstow_Western_Denim_Shirt/Levi's_Barstow_Western_Denim_Shirt_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Levi's_Barstow_Western_Denim_Shirt/Levi's_Barstow_Western_Denim_Shirt_4.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Levi's_Barstow_Western_Denim_Shirt/Levi's_Barstow_Western_Denim_Shirt_5.jpg""]","2499.00","yVupVoGiATsymYg","Levi's Barstow Western Denim Shirt",140,"10","1"
"94","{""fit"": ""Slim Fit"", ""brand"": ""Hugo Boss"", ""model"": ""Hank"", ""style"": ""Dress Shirt"", ""gender"": ""Male"", ""material"": ""95% Cotton, 5% Elastane"", ""collarType"": ""Kent Collar"", ""specialFeature"": ""Wrinkle-Resistant""}","A sharp, business-ready dress shirt by BOSS Menswear. Tailored to a slim fit, this elegant shirt is crafted from performance stretch cotton for all-day comfort and wrinkle resistance.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt_2.webp"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Clothing(Male)/Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt/Hugo_Boss_Hank_Slim-Fit_Dress_Shirt_5.jpg""]","5499.00","wmpGXSFeqCqFOmP","Hugo Boss Hank Slim-Fit Dress Shirt",60,"10","1"
